LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1740487292.497747,3169490.000,51909,3,PI,1,100,176870
1740487292.537749,3169530.000,51909,3,PI,1,100,175803
1740487292.577751,3169570.000,51909,3,PI,1,100,175599
1740487292.617752,3169610.000,51925,2,PI,1,100,175876
1740487292.657754,3169650.000,51925,2,PI,1,100,176238
1740487292.697756,3169690.000,51943,3,PI,1,100,176467
1740487292.737757,3169730.000,51943,3,PI,1,100,176669
1740487292.777759,3169770.000,51943,3,PI,1,100,176749
1740487292.817760,3169810.000,51961,3,PI,1,100,176658
1740487292.857762,3169850.000,51961,3,PI,1,100,176567
1740487292.897764,3169890.000,51961,3,PI,1,100,176660
1740487292.937765,3169930.000,51976,2,PI,1,100,176861
1740487292.977767,3169970.000,51976,2,PI,1,100,177019
1740487293.024269,3170016.500,51992,2,PI,1,100,177184
1740487293.070771,3170063.000,51992,2,PI,1,100,177257
1740487293.110772,3170103.000,52010,3,PI,1,100,177338
1740487293.150774,3170143.000,52010,3,PI,1,100,177335
1740487293.190776,3170183.000,52010,3,PI,1,100,176634
1740487293.230777,3170223.000,52026,2,PI,1,100,175628
1740487293.270779,3170263.000,52026,2,PI,1,100,175529
1740487293.310781,3170303.000,52041,3,PI,1,100,175896
1740487293.350782,3170343.000,52041,3,PI,1,100,176291
1740487293.390784,3170383.000,52041,3,PI,1,100,176573
1740487293.430786,3170423.000,52060,3,PI,1,100,176763
1740487293.470787,3170463.000,52060,3,PI,1,100,176784
1740487293.510789,3170503.000,52060,3,PI,1,100,176683
1740487293.550790,3170543.000,52077,2,PI,1,100,176610
1740487293.590792,3170583.000,52077,2,PI,1,100,176699
1740487293.630794,3170623.000,52093,3,PI,1,100,176860
1740487293.670795,3170663.000,52093,3,PI,1,100,177024
1740487293.710797,3170703.000,52093,3,PI,1,100,177156
1740487293.750799,3170743.000,52109,2,PI,1,100,177238
1740487293.790800,3170783.000,52109,2,PI,1,100,177251
1740487293.830802,3170823.000,52125,3,PI,1,100,177330
1740487293.870804,3170863.000,52125,3,PI,1,100,176939
1740487293.910805,3170903.000,52125,3,PI,1,100,175691
1740487293.950807,3170943.000,52142,2,PI,1,100,175337
1740487293.990808,3170983.000,52142,2,PI,1,100,175631
1740487294.030810,3171023.000,52158,3,PI,1,100,176023
1740487294.070812,3171063.000,52158,3,PI,1,100,176310
1740487294.110813,3171103.000,52158,3,PI,1,100,176545
1740487294.150815,3171143.000,52179,2,PI,1,100,176685
1740487294.190817,3171183.000,52179,2,PI,1,100,176633
1740487294.230818,3171223.000,52194,3,PI,1,100,176566
1740487294.270820,3171263.000,52194,3,PI,1,100,176619
1740487294.310822,3171303.000,52194,3,PI,1,100,176790
1740487294.350823,3171343.000,52211,2,PI,1,100,176970
1740487294.390825,3171383.000,52211,2,PI,1,100,177113
1740487294.430826,3171423.000,52233,4,PI,1,100,177219
1740487294.470828,3171463.000,52233,4,PI,1,100,177255
1740487294.510830,3171503.000,52233,4,PI,1,100,177317
1740487294.550831,3171543.000,52233,4,PI,1,100,177346
1740487294.590833,3171583.000,52250,2,PI,1,100,176678
1740487294.630835,3171623.000,52250,2,PI,1,100,175538
1740487294.670836,3171663.000,52266,3,PI,1,100,175454
1740487294.710838,3171703.000,52266,3,PI,1,100,175828
1740487294.750840,3171743.000,52266,3,PI,1,100,176238
1740487294.790841,3171783.000,52282,2,PI,1,100,176496
1740487294.830843,3171823.000,52282,2,PI,1,100,176688
1740487294.870844,3171863.000,52300,3,PI,1,100,176794
1740487294.910846,3171903.000,52300,3,PI,1,100,176794
1740487294.950848,3171943.000,52300,3,PI,1,100,176762
1740487294.990849,3171983.000,52317,2,PI,1,100,176813
1740487295.030851,3172023.000,52317,2,PI,1,100,176969
1740487295.070853,3172063.000,52334,3,PI,1,100,177103
1740487295.110854,3172103.000,52334,3,PI,1,100,177194
1740487295.150856,3172143.000,52334,3,PI,1,100,177281
1740487295.190858,3172183.000,52349,2,PI,1,100,177365
1740487295.230859,3172223.000,52349,2,PI,1,100,177403
1740487295.275194,3172267.333,52365,3,PI,1,100,177454
1740487295.319530,3172311.667,52365,3,PI,1,100,177490
1740487295.363865,3172356.000,52365,3,PI,1,100,176932
1740487295.403866,3172396.000,52383,2,PI,1,100,175719
1740487295.443868,3172436.000,52383,2,PI,1,100,175556
1740487295.483870,3172476.000,52399,3,PI,1,100,175962
1740487295.523871,3172516.000,52399,3,PI,1,100,176396
1740487295.563873,3172556.000,52399,3,PI,1,100,176663
1740487295.603875,3172596.000,52416,2,PI,1,100,176866
1740487295.643876,3172636.000,52416,2,PI,1,100,176963
1740487295.683878,3172676.000,52432,3,PI,1,100,176947
1740487295.723879,3172716.000,52432,3,PI,1,100,176927
1740487295.763881,3172756.000,52432,3,PI,1,100,176998
1740487295.803883,3172796.000,52450,2,PI,1,100,177078
1740487295.843884,3172836.000,52450,2,PI,1,100,177220
1740487295.883886,3172876.000,52466,3,PI,1,100,177309
1740487295.923888,3172916.000,52466,3,PI,1,100,177376
1740487295.963889,3172956.000,52466,3,PI,1,100,177437
1740487296.003891,3172996.000,52481,2,PI,1,100,177477
1740487296.043893,3173036.000,52481,2,PI,1,100,177527
1740487296.083894,3173076.000,52498,3,PI,1,100,177503
1740487296.123896,3173116.000,52498,3,PI,1,100,176600
1740487296.163897,3173156.000,52498,3,PI,1,100,175825
1740487296.203899,3173196.000,52515,2,PI,1,100,175914
1740487296.243901,3173236.000,52515,2,PI,1,100,176349
1740487296.283902,3173276.000,52531,3,PI,1,100,176740
1740487296.323904,3173316.000,52531,3,PI,1,100,176972
1740487296.363906,3173356.000,52531,3,PI,1,100,177098
1740487296.403907,3173396.000,52549,3,PI,1,100,177134
1740487296.443909,3173436.000,52549,3,PI,1,100,177074
1740487296.483911,3173476.000,52549,3,PI,1,100,177028
1740487296.523912,3173516.000,52565,2,PI,1,100,177108
1740487296.563914,3173556.000,52565,2,PI,1,100,177228
1740487296.603915,3173596.000,52582,3,PI,1,100,177347
1740487296.643917,3173636.000,52582,3,PI,1,100,177436
1740487296.683919,3173676.000,52582,3,PI,1,100,177504
1740487296.723920,3173716.000,52599,2,PI,1,100,177552
1740487296.763922,3173756.000,52599,2,PI,1,100,177628
1740487296.803924,3173796.000,52616,3,PI,1,100,177612
1740487296.843925,3173836.000,52616,3,PI,1,100,176805
1740487296.883927,3173876.000,52616,3,PI,1,100,176046
1740487296.923929,3173916.000,52630,2,PI,1,100,176207
1740487296.963930,3173956.000,52630,2,PI,1,100,176636
1740487297.003932,3173996.000,52649,3,PI,1,100,177053
1740487297.043933,3174036.000,52649,3,PI,1,100,177346
1740487297.083935,3174076.000,52649,3,PI,1,100,177446
1740487297.123937,3174116.000,52666,2,PI,1,100,177428
1740487297.163938,3174156.000,52666,2,PI,1,100,177375
1740487297.203940,3174196.000,52683,3,PI,1,100,177345
1740487297.243942,3174236.000,52683,3,PI,1,100,177389
1740487297.283943,3174276.000,52683,3,PI,1,100,177497
1740487297.323945,3174316.000,52697,3,PI,1,100,177566
1740487297.363947,3174356.000,52697,3,PI,1,100,177642
1740487297.403948,3174396.000,52697,3,PI,1,100,177696
1740487297.443950,3174436.000,52715,2,PI,1,100,177770
1740487297.483951,3174476.000,52715,2,PI,1,100,177811
1740487297.530453,3174522.500,52731,2,PI,1,100,177586
1740487297.576955,3174569.000,52731,2,PI,1,100,176554
1740487297.616957,3174609.000,52748,3,PI,1,100,176211
1740487297.656959,3174649.000,52748,3,PI,1,100,176533
1740487297.696960,3174689.000,52748,3,PI,1,100,177058
1740487297.736962,3174729.000,52763,2,PI,1,100,177370
1740487297.776963,3174769.000,52763,2,PI,1,100,177509
1740487297.816965,3174809.000,52782,3,PI,1,100,177562
1740487297.856967,3174849.000,52782,3,PI,1,100,177517
1740487297.896968,3174889.000,52782,3,PI,1,100,177485
1740487297.936970,3174929.000,52798,2,PI,1,100,177493
1740487297.976972,3174969.000,52798,2,PI,1,100,177594
1740487298.016973,3175009.000,52815,3,PI,1,100,177694
1740487298.056975,3175049.000,52815,3,PI,1,100,177734
1740487298.096977,3175089.000,52815,3,PI,1,100,177810
1740487298.136978,3175129.000,52830,2,PI,1,100,177866
1740487298.176980,3175169.000,52830,2,PI,1,100,177907
1740487298.216981,3175209.000,52847,3,PI,1,100,177945
1740487298.256983,3175249.000,52847,3,PI,1,100,177709
1740487298.296985,3175289.000,52847,3,PI,1,100,176683
1740487298.336986,3175329.000,52863,3,PI,1,100,176315
1740487298.376988,3175369.000,52863,3,PI,1,100,176660
1740487298.416990,3175409.000,52863,3,PI,1,100,177189
1740487298.456991,3175449.000,52881,2,PI,1,100,177456
1740487298.496993,3175489.000,52881,2,PI,1,100,177580
1740487298.536995,3175529.000,52898,3,PI,1,100,177618
1740487298.576996,3175569.000,52898,3,PI,1,100,177608
1740487298.616998,3175609.000,52898,3,PI,1,100,177547
1740487298.657000,3175649.000,52914,2,PI,1,100,177559
1740487298.697001,3175689.000,52914,2,PI,1,100,177638
1740487298.737003,3175729.000,52931,3,PI,1,100,177706
1740487298.777004,3175769.000,52931,3,PI,1,100,177781
1740487298.817006,3175809.000,52931,3,PI,1,100,177841
1740487298.857008,3175849.000,52948,2,PI,1,100,177904
1740487298.897009,3175889.000,52948,2,PI,1,100,177931
1740487298.937011,3175929.000,52964,3,PI,1,100,177946
1740487298.977013,3175969.000,52964,3,PI,1,100,177462
1740487299.017014,3176009.000,52964,3,PI,1,100,176526
1740487299.057016,3176049.000,52980,2,PI,1,100,176464
1740487299.097018,3176089.000,52980,2,PI,1,100,176910
1740487299.137019,3176129.000,52998,3,PI,1,100,177320
1740487299.177021,3176169.000,52998,3,PI,1,100,177534
1740487299.217022,3176209.000,52998,3,PI,1,100,177631
1740487299.257024,3176249.000,53017,2,PI,1,100,177650
1740487299.297026,3176289.000,53017,2,PI,1,100,177614
1740487299.337027,3176329.000,53033,3,PI,1,100,177573
1740487299.377029,3176369.000,53033,3,PI,1,100,177630
1740487299.417031,3176409.000,53033,3,PI,1,100,177699
1740487299.457032,3176449.000,53049,3,PI,1,100,177779
1740487299.497034,3176489.000,53049,3,PI,1,100,177821
1740487299.537036,3176529.000,53049,3,PI,1,100,177887
1740487299.577037,3176569.000,53071,3,PI,1,100,177937
1740487299.617039,3176609.000,53071,3,PI,1,100,177964
1740487299.657040,3176649.000,53071,3,PI,1,100,178006
1740487299.697042,3176689.000,53087,2,PI,1,100,177724
1740487299.737044,3176729.000,53087,2,PI,1,100,176751
1740487299.781379,3176773.333,53105,3,PI,1,100,176476
1740487299.825714,3176817.667,53105,3,PI,1,100,176831
1740487299.870049,3176862.000,53105,3,PI,1,100,177304
1740487299.910051,3176902.000,53121,2,PI,1,100,177529
1740487299.950052,3176942.000,53121,2,PI,1,100,177657
1740487299.990054,3176982.000,53138,3,PI,1,100,177697
1740487300.030056,3177022.000,53138,3,PI,1,100,177650
1740487300.070057,3177062.000,53138,3,PI,1,100,177562
1740487300.110059,3177102.000,53155,2,PI,1,100,177606
1740487300.150061,3177142.000,53155,2,PI,1,100,177688
1740487300.190062,3177182.000,53172,3,PI,1,100,177747
1740487300.230064,3177222.000,53172,3,PI,1,100,177831
1740487300.270066,3177262.000,53172,3,PI,1,100,177880
1740487300.310067,3177302.000,53188,2,PI,1,100,177923
1740487300.350069,3177342.000,53188,2,PI,1,100,177945
1740487300.390070,3177382.000,53205,3,PI,1,100,177850
1740487300.430072,3177422.000,53205,3,PI,1,100,177018
1740487300.470074,3177462.000,53205,3,PI,1,100,176468
1740487300.510075,3177502.000,53220,3,PI,1,100,176700
1740487300.550077,3177542.000,53220,3,PI,1,100,177197
1740487300.590079,3177582.000,53220,3,PI,1,100,177543
1740487300.630080,3177622.000,53239,2,PI,1,100,177688
1740487300.670082,3177662.000,53239,2,PI,1,100,177785
1740487300.710084,3177702.000,53256,3,PI,1,100,177733
1740487300.750085,3177742.000,53256,3,PI,1,100,177621
1740487300.790087,3177782.000,53256,3,PI,1,100,177643
1740487300.830088,3177822.000,53273,2,PI,1,100,177724
1740487300.870090,3177862.000,53273,2,PI,1,100,177796
1740487300.910092,3177902.000,53287,3,PI,1,100,177859
1740487300.950093,3177942.000,53287,3,PI,1,100,177906
1740487300.990095,3177982.000,53287,3,PI,1,100,177907
1740487301.030097,3178022.000,53304,2,PI,1,100,177942
1740487301.070098,3178062.000,53304,2,PI,1,100,177962
1740487301.110100,3178102.000,53321,3,PI,1,100,177752
1740487301.150102,3178142.000,53321,3,PI,1,100,176755
1740487301.190103,3178182.000,53321,3,PI,1,100,176411
1740487301.230105,3178222.000,53338,2,PI,1,100,176727
1740487301.270106,3178262.000,53338,2,PI,1,100,177201
1740487301.310108,3178302.000,53354,3,PI,1,100,177508
1740487301.350110,3178342.000,53354,3,PI,1,100,177653
1740487301.390111,3178382.000,53354,3,PI,1,100,177672
1740487301.430113,3178422.000,53372,2,PI,1,100,177626
1740487301.470115,3178462.000,53372,2,PI,1,100,177554
1740487301.510116,3178502.000,53388,3,PI,1,100,177592
1740487301.550118,3178542.000,53388,3,PI,1,100,177690
1740487301.590120,3178582.000,53388,3,PI,1,100,177778
1740487301.630121,3178622.000,53405,2,PI,1,100,177842
1740487301.670123,3178662.000,53405,2,PI,1,100,177906
1740487301.710124,3178702.000,53420,3,PI,1,100,177947
1740487301.750126,3178742.000,53420,3,PI,1,100,177949
1740487301.790128,3178782.000,53420,3,PI,1,100,177981
1740487301.830129,3178822.000,53437,3,PI,1,100,177593
1740487301.870131,3178862.000,53437,3,PI,1,100,176569
1740487301.910133,3178902.000,53437,3,PI,1,100,176387
1740487301.950134,3178942.000,53453,2,PI,1,100,176773
1740487301.990136,3178982.000,53453,2,PI,1,100,177200
1740487302.036638,3179028.500,53470,2,PI,1,100,177411
1740487302.083140,3179075.000,53470,2,PI,1,100,177525
1740487302.123141,3179115.000,53487,3,PI,1,100,177594
1740487302.163143,3179155.000,53487,3,PI,1,100,177537
1740487302.203145,3179195.000,53487,3,PI,1,100,177492
1740487302.243146,3179235.000,53504,2,PI,1,100,177558
1740487302.283148,3179275.000,53504,2,PI,1,100,177634
1740487302.323150,3179315.000,53520,3,PI,1,100,177697
1740487302.363151,3179355.000,53520,3,PI,1,100,177783
1740487302.403153,3179395.000,53520,3,PI,1,100,177833
1740487302.443155,3179435.000,53538,2,PI,1,100,177857
1740487302.483156,3179475.000,53538,2,PI,1,100,177886
1740487302.523158,3179515.000,53553,3,PI,1,100,177927
1740487302.563159,3179555.000,53553,3,PI,1,100,177953
1740487302.603161,3179595.000,53553,3,PI,1,100,177769
1740487302.643163,3179635.000,53569,3,PI,1,100,176750
1740487302.683164,3179675.000,53569,3,PI,1,100,176337
1740487302.723166,3179715.000,53569,3,PI,1,100,176582
1740487302.763168,3179755.000,53586,2,PI,1,100,177028
1740487302.803169,3179795.000,53586,2,PI,1,100,177259
1740487302.843171,3179835.000,53605,3,PI,1,100,177410
1740487302.883173,3179875.000,53605,3,PI,1,100,177497
1740487302.923174,3179915.000,53605,3,PI,1,100,177497
1740487302.963176,3179955.000,53621,2,PI,1,100,177451
1740487303.003177,3179995.000,53621,2,PI,1,100,177457
1740487303.043179,3180035.000,53637,3,PI,1,100,177560
1740487303.083181,3180075.000,53637,3,PI,1,100,177655
1740487303.123182,3180115.000,53637,3,PI,1,100,177716
1740487303.163184,3180155.000,53653,2,PI,1,100,177775
1740487303.203186,3180195.000,53653,2,PI,1,100,177806
1740487303.243187,3180235.000,53670,3,PI,1,100,177831
1740487303.283189,3180275.000,53670,3,PI,1,100,177846
1740487303.323191,3180315.000,53670,3,PI,1,100,177895
1740487303.363192,3180355.000,53686,2,PI,1,100,177743
1740487303.403194,3180395.000,53686,2,PI,1,100,176719
1740487303.443195,3180435.000,53702,3,PI,1,100,176310
1740487303.483197,3180475.000,53702,3,PI,1,100,176556
1740487303.523199,3180515.000,53702,3,PI,1,100,176991
1740487303.563200,3180555.000,53718,2,PI,1,100,177262
1740487303.603202,3180595.000,53718,2,PI,1,100,177431
1740487303.643204,3180635.000,53737,3,PI,1,100,177498
1740487303.683205,3180675.000,53737,3,PI,1,100,177478
1740487303.723207,3180715.000,53737,3,PI,1,100,177445
1740487303.763209,3180755.000,53754,2,PI,1,100,177481
1740487303.803210,3180795.000,53754,2,PI,1,100,177556
1740487303.843212,3180835.000,53769,3,PI,1,100,177632
1740487303.883213,3180875.000,53769,3,PI,1,100,177693
1740487303.923215,3180915.000,53769,3,PI,1,100,177768
1740487303.963217,3180955.000,53785,3,PI,1,100,177813
1740487304.003218,3180995.000,53785,3,PI,1,100,177856
1740487304.043220,3181035.000,53785,3,PI,1,100,177866
1740487304.083222,3181075.000,53803,2,PI,1,100,177914
1740487304.123223,3181115.000,53803,2,PI,1,100,177925
1740487304.163225,3181155.000,53821,2,PI,1,100,177967
1740487304.203227,3181195.000,53821,2,PI,1,100,177554
1740487304.247562,3181239.333,53836,3,PI,1,100,176571
1740487304.291897,3181283.667,53836,3,PI,1,100,176479
1740487304.336232,3181328.000,53836,3,PI,1,100,176854
1740487304.376734,3181368.500,53852,2,PI,1,100,177276
1740487304.417235,3181409.000,53852,2,PI,1,100,177471
1740487304.456904,3181448.667,53872,3,PI,1,100,177572
1740487304.496572,3181488.333,53872,3,PI,1,100,177596
1740487304.536240,3181528.000,53872,3,PI,1,100,177552
1740487304.576242,3181568.000,53888,2,PI,1,100,177523
1740487304.616243,3181608.000,53888,2,PI,1,100,177567
1740487304.656245,3181648.000,53910,4,PI,1,100,177663
1740487304.696247,3181688.000,53910,4,PI,1,100,177720
1740487304.736248,3181728.000,53910,4,PI,1,100,177777
1740487304.776250,3181768.000,53910,4,PI,1,100,177861
1740487304.816252,3181808.000,53926,3,PI,1,100,177863
1740487304.856253,3181848.000,53926,3,PI,1,100,177901
1740487304.896255,3181888.000,53926,3,PI,1,100,177942
1740487304.936257,3181928.000,53941,2,PI,1,100,177973
1740487304.976258,3181968.000,53941,2,PI,1,100,177624
1740487305.016593,3182008.333,53957,3,PI,1,100,176688
1740487305.056928,3182048.667,53957,3,PI,1,100,176513
1740487305.097263,3182089.000,53957,3,PI,1,100,176846
1740487305.136765,3182128.500,53975,2,PI,1,100,177273
1740487305.176266,3182168.000,53975,2,PI,1,100,177557
1740487305.216268,3182208.000,53993,3,PI,1,100,177678
1740487305.256270,3182248.000,53993,3,PI,1,100,177676
1740487305.296271,3182288.000,53993,3,PI,1,100,177581
1740487305.336273,3182328.000,54008,2,PI,1,100,177532
1740487305.376275,3182368.000,54008,2,PI,1,100,177554
1740487305.416276,3182408.000,54025,3,PI,1,100,177621
1740487305.456278,3182448.000,54025,3,PI,1,100,177706
1740487305.496280,3182488.000,54025,3,PI,1,100,177798
1740487305.536281,3182528.000,54042,3,PI,1,100,177815
1740487305.576283,3182568.000,54042,3,PI,1,100,177871
1740487305.616284,3182608.000,54042,3,PI,1,100,177913
1740487305.656286,3182648.000,54058,2,PI,1,100,177844
1740487305.696288,3182688.000,54058,2,PI,1,100,177134
1740487305.736623,3182728.333,54075,3,PI,1,100,176425
1740487305.776958,3182768.667,54075,3,PI,1,100,176526
1740487305.817293,3182809.000,54075,3,PI,1,100,176929
1740487305.856794,3182848.500,54090,2,PI,1,100,177309
1740487305.896296,3182888.000,54090,2,PI,1,100,177533
1740487305.936298,3182928.000,54109,3,PI,1,100,177655
1740487305.976299,3182968.000,54109,3,PI,1,100,177608
1740487306.016301,3183008.000,54109,3,PI,1,100,177491
1740487306.056302,3183048.000,54126,2,PI,1,100,177484
1740487306.096304,3183088.000,54126,2,PI,1,100,177575
1740487306.136306,3183128.000,54143,3,PI,1,100,177673
1740487306.176307,3183168.000,54143,3,PI,1,100,177753
1740487306.216309,3183208.000,54143,3,PI,1,100,177815
1740487306.256311,3183248.000,54157,2,PI,1,100,177869
1740487306.296312,3183288.000,54157,2,PI,1,100,177912
1740487306.336314,3183328.000,54174,3,PI,1,100,177895
1740487306.376316,3183368.000,54174,3,PI,1,100,177271
1740487306.416317,3183408.000,54174,3,PI,1,100,176377
1740487306.456319,3183448.000,54191,2,PI,1,100,176352
1740487306.496320,3183488.000,54191,2,PI,1,100,176668
1740487306.540989,3183532.667,54208,3,PI,1,100,177050
1740487306.585657,3183577.333,54208,3,PI,1,100,177315
1740487306.630326,3183622.000,54208,3,PI,1,100,177477
1740487306.670328,3183662.000,54224,2,PI,1,100,177479
1740487306.710329,3183702.000,54224,2,PI,1,100,177304
1740487306.750331,3183742.000,54242,3,PI,1,100,177258
1740487306.790332,3183782.000,54242,3,PI,1,100,177353
1740487306.830334,3183822.000,54242,3,PI,1,100,177476
1740487306.870336,3183862.000,54258,2,PI,1,100,177572
1740487306.910337,3183902.000,54258,2,PI,1,100,177667
1740487306.950339,3183942.000,54275,3,PI,1,100,177728
1740487306.990341,3183982.000,54275,3,PI,1,100,177749
1740487307.030342,3184022.000,54275,3,PI,1,100,177762
1740487307.070344,3184062.000,54290,2,PI,1,100,176990
1740487307.110346,3184102.000,54290,2,PI,1,100,176067
1740487307.150347,3184142.000,54307,3,PI,1,100,175952
1740487307.190349,3184182.000,54307,3,PI,1,100,176241
1740487307.230351,3184222.000,54307,3,PI,1,100,176502
1740487307.270352,3184262.000,54323,2,PI,1,100,176645
1740487307.310354,3184302.000,54323,2,PI,1,100,176853
1740487307.350355,3184342.000,54342,3,PI,1,100,176892
1740487307.390357,3184382.000,54342,3,PI,1,100,176832
1740487307.430359,3184422.000,54342,3,PI,1,100,176834
1740487307.470360,3184462.000,54357,2,PI,1,100,176917
1740487307.510362,3184502.000,54357,2,PI,1,100,177100
1740487307.550364,3184542.000,54374,3,PI,1,100,177253
1740487307.590365,3184582.000,54374,3,PI,1,100,177366
1740487307.630367,3184622.000,54374,3,PI,1,100,177421
1740487307.670035,3184661.667,54390,3,PI,1,100,177464
1740487307.709703,3184701.333,54390,3,PI,1,100,177512
1740487307.749372,3184741.000,54390,3,PI,1,100,177408
1740487307.789873,3184781.500,54410,2,PI,1,100,176240
1740487307.830375,3184822.000,54410,2,PI,1,100,175543
1740487307.870043,3184861.667,54425,3,PI,1,100,175683
1740487307.909712,3184901.333,54425,3,PI,1,100,175994
1740487307.949380,3184941.000,54425,3,PI,1,100,176173
1740487307.989882,3184981.500,54441,2,PI,1,100,176291
1740487308.030383,3185022.000,54441,2,PI,1,100,176462
1740487308.070052,3185061.667,54460,3,PI,1,100,176530
1740487308.109720,3185101.333,54460,3,PI,1,100,176517
1740487308.149388,3185141.000,54460,3,PI,1,100,176509
1740487308.189390,3185181.000,54477,2,PI,1,100,176593
1740487308.229391,3185221.000,54477,2,PI,1,100,176791
1740487308.269393,3185261.000,54493,3,PI,1,100,176973
1740487308.309395,3185301.000,54493,3,PI,1,100,177100
1740487308.349396,3185341.000,54493,3,PI,1,100,177210
1740487308.389898,3185381.500,54509,2,PI,1,100,177264
1740487308.430400,3185422.000,54509,2,PI,1,100,177318
1740487308.470068,3185461.667,54525,3,PI,1,100,177353
1740487308.509736,3185501.333,54525,3,PI,1,100,177382
1740487308.549405,3185541.000,54525,3,PI,1,100,177424
1740487308.589406,3185581.000,54542,2,PI,1,100,176643
1740487308.629408,3185621.000,54542,2,PI,1,100,175448
1740487308.669409,3185661.000,54558,3,PI,1,100,175323
1740487308.709411,3185701.000,54558,3,PI,1,100,175708
1740487308.749413,3185741.000,54558,3,PI,1,100,175948
1740487308.796415,3185788.000,54574,2,PI,1,100,176063
1740487308.843417,3185835.000,54574,2,PI,1,100,176224
1740487308.883418,3185875.000,54592,3,PI,1,100,176325
1740487308.923420,3185915.000,54592,3,PI,1,100,176349
1740487308.963421,3185955.000,54592,3,PI,1,100,176317
1740487309.003423,3185995.000,54609,2,PI,1,100,176376
1740487309.043425,3186035.000,54609,2,PI,1,100,176556
1740487309.083426,3186075.000,54626,3,PI,1,100,176753
1740487309.123428,3186115.000,54626,3,PI,1,100,176875
1740487309.163430,3186155.000,54626,3,PI,1,100,177025
1740487309.203431,3186195.000,54643,2,PI,1,100,177120
1740487309.243433,3186235.000,54643,2,PI,1,100,177163
1740487309.283435,3186275.000,54659,3,PI,1,100,177223
1740487309.323436,3186315.000,54659,3,PI,1,100,177252
1740487309.363438,3186355.000,54659,3,PI,1,100,177280
1740487309.403439,3186395.000,54677,2,PI,1,100,177319
1740487309.443441,3186435.000,54677,2,PI,1,100,177393
1740487309.483443,3186475.000,54693,3,PI,1,100,177103
1740487309.523444,3186515.000,54693,3,PI,1,100,175770
1740487309.563446,3186555.000,54693,3,PI,1,100,175204
1740487309.603448,3186595.000,54708,2,PI,1,100,175468
1740487309.643449,3186635.000,54708,2,PI,1,100,175839
1740487309.683451,3186675.000,54724,3,PI,1,100,176014
1740487309.723453,3186715.000,54724,3,PI,1,100,176129
1740487309.763454,3186755.000,54724,3,PI,1,100,176277
1740487309.803456,3186795.000,54749,3,PI,1,100,176294
1740487309.843457,3186835.000,54749,3,PI,1,100,176281
1740487309.883459,3186875.000,54749,3,PI,1,100,176316
1740487309.923461,3186915.000,54765,3,PI,1,100,176458
1740487309.963462,3186955.000,54765,3,PI,1,100,176644
1740487310.003464,3186995.000,54765,3,PI,1,100,176816
1740487310.043466,3187035.000,54782,2,PI,1,100,176937
1740487310.083467,3187075.000,54782,2,PI,1,100,177010
1740487310.123469,3187115.000,54798,3,PI,1,100,177110
1740487310.163471,3187155.000,54798,3,PI,1,100,177156
1740487310.203472,3187195.000,54798,3,PI,1,100,177179
1740487310.243474,3187235.000,54814,3,PI,1,100,177246
1740487310.283476,3187275.000,54814,3,PI,1,100,177285
1740487310.323477,3187315.000,54814,3,PI,1,100,177320
1740487310.363479,3187355.000,54830,2,PI,1,100,177191
1740487310.403480,3187395.000,54830,2,PI,1,100,175993
1740487310.443482,3187435.000,54848,3,PI,1,100,175350
1740487310.483484,3187475.000,54848,3,PI,1,100,175574
1740487310.523485,3187515.000,54848,3,PI,1,100,175968
1740487310.563487,3187555.000,54864,2,PI,1,100,176224
1740487310.603489,3187595.000,54864,2,PI,1,100,176363
1740487310.643490,3187635.000,54881,3,PI,1,100,176526
1740487310.683492,3187675.000,54881,3,PI,1,100,176511
1740487310.723494,3187715.000,54881,3,PI,1,100,176423
1740487310.763495,3187755.000,54898,2,PI,1,100,176463
1740487310.803497,3187795.000,54898,2,PI,1,100,176589
1740487310.843498,3187835.000,54915,3,PI,1,100,176767
1740487310.883500,3187875.000,54915,3,PI,1,100,176906
1740487310.923502,3187915.000,54915,3,PI,1,100,177039
1740487310.970004,3187961.500,54931,2,PI,1,100,177098
1740487311.016506,3188008.000,54931,2,PI,1,100,177133
