LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1740487282.724347,3159717.000,50393,3,PG,1,100,17325
1740487282.764349,3159757.000,50393,3,PG,1,100,17334
1740487282.804350,3159797.000,50393,3,PG,1,100,17324
1740487282.844352,3159837.000,50409,2,PG,1,100,17339
1740487282.884354,3159877.000,50409,2,PG,1,100,17351
1740487282.924355,3159917.000,50424,3,PG,1,100,17355
1740487282.964357,3159957.000,50424,3,PG,1,100,17358
1740487283.004359,3159997.000,50424,3,PG,1,100,17375
1740487283.044360,3160037.000,50441,3,PG,1,100,17369
1740487283.084362,3160077.000,50441,3,PG,1,100,17370
1740487283.124364,3160117.000,50441,3,PG,1,100,17379
1740487283.164365,3160157.000,50458,2,PG,1,100,17348
1740487283.204367,3160197.000,50458,2,PG,1,100,17319
1740487283.244368,3160237.000,50474,3,PG,1,100,17333
1740487283.284370,3160277.000,50474,3,PG,1,100,17359
1740487283.324372,3160317.000,50474,3,PG,1,100,17378
1740487283.364373,3160357.000,50493,2,PG,1,100,17388
1740487283.404375,3160397.000,50493,2,PG,1,100,17388
1740487283.444377,3160437.000,50508,3,PG,1,100,17384
1740487283.484378,3160477.000,50508,3,PG,1,100,17384
1740487283.524380,3160517.000,50508,3,PG,1,100,17376
1740487283.564382,3160557.000,50525,3,PG,1,100,17401
1740487283.604383,3160597.000,50525,3,PG,1,100,17407
1740487283.644385,3160637.000,50525,3,PG,1,100,17396
1740487283.684387,3160677.000,50541,2,PG,1,100,17407
1740487283.724388,3160717.000,50541,2,PG,1,100,17414
1740487283.764390,3160757.000,50559,3,PG,1,100,17407
1740487283.804391,3160797.000,50559,3,PG,1,100,17417
1740487283.844393,3160837.000,50559,3,PG,1,100,17391
1740487283.891395,3160884.000,50573,2,PG,1,100,17371
1740487283.938397,3160931.000,50573,2,PG,1,100,17358
1740487283.978399,3160971.000,50590,2,PG,1,100,17380
1740487284.018400,3161011.000,50590,2,PG,1,100,17403
1740487284.058402,3161051.000,50609,3,PG,1,100,17400
1740487284.098403,3161091.000,50609,3,PG,1,100,17408
1740487284.138405,3161131.000,50609,3,PG,1,100,17413
1740487284.178207,3161170.800,50633,5,PG,1,100,17406
1740487284.218008,3161210.600,50633,5,PG,1,100,17402
1740487284.257810,3161250.400,50633,5,PG,1,100,17409
1740487284.297612,3161290.200,50633,5,PG,1,100,17430
1740487284.337413,3161330.000,50633,5,PG,1,100,17418
1740487284.377915,3161370.500,50649,2,PG,1,100,17425
1740487284.418417,3161411.000,50649,2,PG,1,100,17424
1740487284.458085,3161450.667,50667,3,PG,1,100,17442
1740487284.497753,3161490.333,50667,3,PG,1,100,17438
1740487284.537421,3161530.000,50667,3,PG,1,100,17425
1740487284.577923,3161570.500,50683,2,PG,1,100,17394
1740487284.618425,3161611.000,50683,2,PG,1,100,17377
1740487284.658426,3161651.000,50698,3,PG,1,100,17393
1740487284.698428,3161691.000,50698,3,PG,1,100,17412
1740487284.738430,3161731.000,50698,3,PG,1,100,17423
1740487284.777931,3161770.500,50717,2,PG,1,100,17421
1740487284.817433,3161810.000,50717,2,PG,1,100,17437
1740487284.857435,3161850.000,50734,3,PG,1,100,17435
1740487284.897436,3161890.000,50734,3,PG,1,100,17432
1740487284.937438,3161930.000,50734,3,PG,1,100,17430
1740487284.977439,3161970.000,50750,2,PG,1,100,17435
1740487285.017441,3162010.000,50750,2,PG,1,100,17446
1740487285.057693,3162050.250,50767,4,PG,1,100,17438
1740487285.097944,3162090.500,50767,4,PG,1,100,17450
1740487285.138196,3162130.750,50767,4,PG,1,100,17460
1740487285.178448,3162171.000,50767,4,PG,1,100,17442
1740487285.218449,3162211.000,50783,2,PG,1,100,17457
1740487285.258451,3162251.000,50783,2,PG,1,100,17434
1740487285.298119,3162290.667,50799,3,PG,1,100,17420
1740487285.337788,3162330.333,50799,3,PG,1,100,17404
1740487285.377456,3162370.000,50799,3,PG,1,100,17409
1740487285.417457,3162410.000,50816,2,PG,1,100,17435
1740487285.457459,3162450.000,50816,2,PG,1,100,17449
1740487285.497461,3162490.000,50835,3,PG,1,100,17449
1740487285.537462,3162530.000,50835,3,PG,1,100,17453
1740487285.577464,3162570.000,50835,3,PG,1,100,17454
1740487285.617966,3162610.500,50850,2,PG,1,100,17447
1740487285.658467,3162651.000,50850,2,PG,1,100,17464
1740487285.698136,3162690.667,50867,3,PG,1,100,17453
1740487285.737804,3162730.333,50867,3,PG,1,100,17466
1740487285.777472,3162770.000,50867,3,PG,1,100,17469
1740487285.817474,3162810.000,50883,2,PG,1,100,17476
1740487285.857475,3162850.000,50883,2,PG,1,100,17466
1740487285.897477,3162890.000,50900,3,PG,1,100,17489
1740487285.937479,3162930.000,50900,3,PG,1,100,17462
1740487285.977480,3162970.000,50900,3,PG,1,100,17439
1740487286.017482,3163010.000,50916,2,PG,1,100,17443
1740487286.057484,3163050.000,50916,2,PG,1,100,17443
1740487286.097485,3163090.000,50932,3,PG,1,100,17463
1740487286.137487,3163130.000,50932,3,PG,1,100,17473
1740487286.177489,3163170.000,50932,3,PG,1,100,17469
1740487286.224491,3163217.000,50950,2,PG,1,100,17477
1740487286.271492,3163264.000,50950,2,PG,1,100,17469
1740487286.311494,3163304.000,50967,3,PG,1,100,17475
1740487286.351496,3163344.000,50967,3,PG,1,100,17475
1740487286.391497,3163384.000,50967,3,PG,1,100,17480
1740487286.431499,3163424.000,50984,2,PG,1,100,17470
1740487286.471501,3163464.000,50984,2,PG,1,100,17493
1740487286.511502,3163504.000,50999,3,PG,1,100,17472
1740487286.551504,3163544.000,50999,3,PG,1,100,17498
1740487286.591506,3163584.000,50999,3,PG,1,100,17500
1740487286.631507,3163624.000,51015,2,PG,1,100,17488
1740487286.671509,3163664.000,51015,2,PG,1,100,17475
1740487286.711510,3163704.000,51033,3,PG,1,100,17435
1740487286.751512,3163744.000,51033,3,PG,1,100,17451
1740487286.791514,3163784.000,51033,3,PG,1,100,17462
1740487286.831515,3163824.000,51049,2,PG,1,100,17476
1740487286.871517,3163864.000,51049,2,PG,1,100,17482
1740487286.911519,3163904.000,51066,3,PG,1,100,17488
1740487286.951520,3163944.000,51066,3,PG,1,100,17474
1740487286.991522,3163984.000,51066,3,PG,1,100,17484
1740487287.031524,3164024.000,51082,3,PG,1,100,17484
1740487287.071525,3164064.000,51082,3,PG,1,100,17478
1740487287.111527,3164104.000,51082,3,PG,1,100,17484
1740487287.151528,3164144.000,51100,2,PG,1,100,17486
1740487287.191530,3164184.000,51100,2,PG,1,100,17499
1740487287.231532,3164224.000,51116,3,PG,1,100,17507
1740487287.271533,3164264.000,51116,3,PG,1,100,17512
1740487287.311535,3164304.000,51116,3,PG,1,100,17491
1740487287.351537,3164344.000,51133,3,PG,1,100,17484
1740487287.391538,3164384.000,51133,3,PG,1,100,17462
1740487287.431540,3164424.000,51133,3,PG,1,100,17445
1740487287.471542,3164464.000,51148,2,PG,1,100,17463
1740487287.511543,3164504.000,51148,2,PG,1,100,17473
1740487287.551545,3164544.000,51167,3,PG,1,100,17482
1740487287.591546,3164584.000,51167,3,PG,1,100,17494
1740487287.631548,3164624.000,51167,3,PG,1,100,17491
1740487287.671550,3164664.000,51183,2,PG,1,100,17492
1740487287.711551,3164704.000,51183,2,PG,1,100,17496
1740487287.751553,3164744.000,51201,3,PG,1,100,17496
1740487287.791555,3164784.000,51201,3,PG,1,100,17492
1740487287.831556,3164824.000,51201,3,PG,1,100,17509
1740487287.871558,3164864.000,51216,3,PG,1,100,17521
1740487287.911560,3164904.000,51216,3,PG,1,100,17503
1740487287.951561,3164944.000,51216,3,PG,1,100,17521
1740487287.991563,3164984.000,51232,2,PG,1,100,17527
1740487288.031564,3165024.000,51232,2,PG,1,100,17529
1740487288.071233,3165063.667,51249,3,PG,1,100,17511
1740487288.110901,3165103.333,51249,3,PG,1,100,17501
1740487288.150569,3165143.000,51249,3,PG,1,100,17471
1740487288.190571,3165183.000,51266,2,PG,1,100,17481
1740487288.230573,3165223.000,51266,2,PG,1,100,17478
1740487288.270574,3165263.000,51284,3,PG,1,100,17515
1740487288.310576,3165303.000,51284,3,PG,1,100,17523
1740487288.350578,3165343.000,51284,3,PG,1,100,17518
1740487288.391079,3165383.500,51300,2,PG,1,100,17532
1740487288.431581,3165424.000,51300,2,PG,1,100,17531
1740487288.478083,3165470.500,51316,2,PG,1,100,17515
1740487288.524585,3165517.000,51316,2,PG,1,100,17534
1740487288.564586,3165557.000,51333,3,PG,1,100,17539
1740487288.604588,3165597.000,51333,3,PG,1,100,17541
1740487288.644590,3165637.000,51333,3,PG,1,100,17538
1740487288.684591,3165677.000,51349,3,PG,1,100,17535
1740487288.724593,3165717.000,51349,3,PG,1,100,17550
1740487288.764594,3165757.000,51349,3,PG,1,100,17534
1740487288.804596,3165797.000,51365,2,PG,1,100,17530
1740487288.844598,3165837.000,51365,2,PG,1,100,17509
1740487288.884599,3165877.000,51381,3,PG,1,100,17494
1740487288.924601,3165917.000,51381,3,PG,1,100,17509
1740487288.964603,3165957.000,51381,3,PG,1,100,17517
1740487289.004604,3165997.000,51400,2,PG,1,100,17532
1740487289.044606,3166037.000,51400,2,PG,1,100,17540
1740487289.084608,3166077.000,51417,3,PG,1,100,17536
1740487289.124609,3166117.000,51417,3,PG,1,100,17513
1740487289.164611,3166157.000,51417,3,PG,1,100,17535
1740487289.204613,3166197.000,51434,2,PG,1,100,17537
1740487289.244614,3166237.000,51434,2,PG,1,100,17535
1740487289.284616,3166277.000,51456,5,PG,1,100,17549
1740487289.324617,3166317.000,51456,5,PG,1,100,17545
1740487289.364619,3166357.000,51456,5,PG,1,100,17556
1740487289.404621,3166397.000,51456,5,PG,1,100,17566
1740487289.444622,3166437.000,51456,5,PG,1,100,17561
1740487289.484624,3166477.000,51473,4,PG,1,100,17553
1740487289.524626,3166517.000,51473,4,PG,1,100,17529
1740487289.564627,3166557.000,51473,4,PG,1,100,17494
1740487289.604629,3166597.000,51473,4,PG,1,100,17504
1740487289.644631,3166637.000,51490,2,PG,1,100,17529
1740487289.684632,3166677.000,51490,2,PG,1,100,17542
1740487289.724634,3166717.000,51507,3,PG,1,100,17540
1740487289.764635,3166757.000,51507,3,PG,1,100,17542
1740487289.804637,3166797.000,51507,3,PG,1,100,17550
1740487289.844639,3166837.000,51524,2,PG,1,100,17550
1740487289.884640,3166877.000,51524,2,PG,1,100,17542
1740487289.924642,3166917.000,51540,3,PG,1,100,17541
1740487289.964644,3166957.000,51540,3,PG,1,100,17557
1740487290.004645,3166997.000,51540,3,PG,1,100,17554
1740487290.044647,3167037.000,51557,2,PG,1,100,17552
1740487290.084649,3167077.000,51557,2,PG,1,100,17566
1740487290.124650,3167117.000,51572,3,PG,1,100,17582
1740487290.164652,3167157.000,51572,3,PG,1,100,17566
1740487290.204653,3167197.000,51572,3,PG,1,100,17532
1740487290.244655,3167237.000,51589,2,PG,1,100,17491
1740487290.284657,3167277.000,51589,2,PG,1,100,17479
1740487290.324658,3167317.000,51605,3,PG,1,100,17487
1740487290.364660,3167357.000,51605,3,PG,1,100,17498
1740487290.404662,3167397.000,51605,3,PG,1,100,17504
1740487290.444663,3167437.000,51625,2,PG,1,100,17509
1740487290.484665,3167477.000,51625,2,PG,1,100,17502
1740487290.524667,3167517.000,51640,3,PG,1,100,17500
1740487290.564668,3167557.000,51640,3,PG,1,100,17511
1740487290.604670,3167597.000,51640,3,PG,1,100,17509
1740487290.644671,3167637.000,51656,2,PG,1,100,17522
1740487290.684673,3167677.000,51656,2,PG,1,100,17527
1740487290.729008,3167721.333,51673,3,PG,1,100,17532
1740487290.773343,3167765.667,51673,3,PG,1,100,17533
1740487290.817679,3167810.000,51673,3,PG,1,100,17533
1740487290.857680,3167850.000,51690,2,PG,1,100,17548
1740487290.897682,3167890.000,51690,2,PG,1,100,17534
1740487290.937683,3167930.000,51706,3,PG,1,100,17541
1740487290.977685,3167970.000,51706,3,PG,1,100,17530
1740487291.017687,3168010.000,51706,3,PG,1,100,17498
1740487291.057688,3168050.000,51722,2,PG,1,100,17412
1740487291.097690,3168090.000,51722,2,PG,1,100,17408
1740487291.137692,3168130.000,51738,3,PG,1,100,17432
1740487291.177693,3168170.000,51738,3,PG,1,100,17429
1740487291.217695,3168210.000,51738,3,PG,1,100,17442
1740487291.257697,3168250.000,51757,2,PG,1,100,17450
1740487291.297698,3168290.000,51757,2,PG,1,100,17450
1740487291.337700,3168330.000,51773,3,PG,1,100,17455
1740487291.377701,3168370.000,51773,3,PG,1,100,17441
1740487291.417703,3168410.000,51773,3,PG,1,100,17456
1740487291.457705,3168450.000,51789,2,PG,1,100,17465
1740487291.497706,3168490.000,51789,2,PG,1,100,17469
1740487291.537708,3168530.000,51807,3,PG,1,100,17485
1740487291.577710,3168570.000,51807,3,PG,1,100,17475
1740487291.617711,3168610.000,51807,3,PG,1,100,17486
1740487291.657713,3168650.000,51824,3,PG,1,100,17481
1740487291.697715,3168690.000,51824,3,PG,1,100,17499
1740487291.737716,3168730.000,51824,3,PG,1,100,17496
1740487291.777718,3168770.000,51842,8,PG,1,100,17499
1740487291.817719,3168810.000,51842,8,PG,1,100,17442
1740487291.857721,3168850.000,51842,8,PG,1,100,17362
1740487291.897723,3168890.000,51842,8,PG,1,100,17366
1740487291.937724,3168930.000,51842,8,PG,1,100,17389
1740487291.977726,3168970.000,51842,8,PG,1,100,17404
1740487292.017728,3169010.000,51842,8,PG,1,100,17406
1740487292.057729,3169050.000,51842,8,PG,1,100,17419
1740487292.097731,3169090.000,51861,4,PG,1,100,17422
1740487292.137733,3169130.000,51861,4,PG,1,100,17439
1740487292.177734,3169170.000,51861,4,PG,1,100,17423
1740487292.217736,3169210.000,51861,4,PG,1,100,17438
1740487292.257738,3169250.000,51878,4,PG,1,100,17442
1740487292.297739,3169290.000,51878,4,PG,1,100,17444
1740487292.337741,3169330.000,51878,4,PG,1,100,17454
1740487292.377742,3169370.000,51878,4,PG,1,100,17459
1740487292.417744,3169410.000,51894,2,PG,1,100,17457
1740487292.457746,3169450.000,51894,2,PG,1,100,17459
