LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1740487283.244368,3160237.000,50473,3,PR,1,100,163589
1740487283.284370,3160277.000,50473,3,PR,1,100,163807
1740487283.324372,3160317.000,50473,3,PR,1,100,163993
1740487283.364373,3160357.000,50492,2,PR,1,100,164080
1740487283.404375,3160397.000,50492,2,PR,1,100,164099
1740487283.444377,3160437.000,50507,3,PR,1,100,164086
1740487283.484378,3160477.000,50507,3,PR,1,100,164013
1740487283.524380,3160517.000,50507,3,PR,1,100,164010
1740487283.564382,3160557.000,50524,3,PR,1,100,164097
1740487283.604383,3160597.000,50524,3,PR,1,100,164124
1740487283.644385,3160637.000,50524,3,PR,1,100,164146
1740487283.684387,3160677.000,50540,2,PR,1,100,164197
1740487283.724388,3160717.000,50540,2,PR,1,100,164217
1740487283.764390,3160757.000,50558,3,PR,1,100,164240
1740487283.804391,3160797.000,50558,3,PR,1,100,164221
1740487283.844393,3160837.000,50558,3,PR,1,100,163954
1740487283.891395,3160884.000,50572,2,PR,1,100,163524
1740487283.938397,3160931.000,50572,2,PR,1,100,163543
1740487283.978399,3160971.000,50589,2,PR,1,100,163758
1740487284.018400,3161011.000,50589,2,PR,1,100,163940
1740487284.058402,3161051.000,50608,3,PR,1,100,164048
1740487284.098403,3161091.000,50608,3,PR,1,100,164111
1740487284.138405,3161131.000,50608,3,PR,1,100,164134
1740487284.178207,3161170.800,50632,5,PR,1,100,164103
1740487284.218008,3161210.600,50632,5,PR,1,100,164077
1740487284.257810,3161250.400,50632,5,PR,1,100,164111
1740487284.297612,3161290.200,50632,5,PR,1,100,164144
1740487284.337413,3161330.000,50632,5,PR,1,100,164158
1740487284.377915,3161370.500,50648,2,PR,1,100,164213
1740487284.418417,3161411.000,50648,2,PR,1,100,164235
1740487284.458085,3161450.667,50666,3,PR,1,100,164237
1740487284.497753,3161490.333,50666,3,PR,1,100,164265
1740487284.537421,3161530.000,50666,3,PR,1,100,164172
1740487284.577423,3161570.000,50682,2,PR,1,100,163725
1740487284.617425,3161610.000,50682,2,PR,1,100,163544
1740487284.657760,3161650.333,50697,3,PR,1,100,163690
1740487284.698095,3161690.667,50697,3,PR,1,100,163918
1740487284.738430,3161731.000,50697,3,PR,1,100,164057
1740487284.777931,3161770.500,50716,2,PR,1,100,164119
1740487284.817433,3161810.000,50716,2,PR,1,100,164138
1740487284.857435,3161850.000,50733,3,PR,1,100,164134
1740487284.897436,3161890.000,50733,3,PR,1,100,164101
1740487284.937438,3161930.000,50733,3,PR,1,100,164117
1740487284.977439,3161970.000,50749,2,PR,1,100,164163
1740487285.017441,3162010.000,50749,2,PR,1,100,164163
1740487285.057693,3162050.250,50766,4,PR,1,100,164221
1740487285.097944,3162090.500,50766,4,PR,1,100,164245
1740487285.138196,3162130.750,50766,4,PR,1,100,164253
1740487285.178448,3162171.000,50766,4,PR,1,100,164275
1740487285.218449,3162211.000,50782,2,PR,1,100,164278
1740487285.258451,3162251.000,50782,2,PR,1,100,164015
1740487285.298119,3162290.667,50798,3,PR,1,100,163624
1740487285.337788,3162330.333,50798,3,PR,1,100,163631
1740487285.377456,3162370.000,50798,3,PR,1,100,163825
1740487285.417457,3162410.000,50815,2,PR,1,100,164014
1740487285.457459,3162450.000,50815,2,PR,1,100,164087
1740487285.497461,3162490.000,50834,3,PR,1,100,164142
1740487285.537462,3162530.000,50834,3,PR,1,100,164147
1740487285.577464,3162570.000,50834,3,PR,1,100,164113
1740487285.617966,3162610.500,50849,2,PR,1,100,164096
1740487285.658467,3162651.000,50849,2,PR,1,100,164108
1740487285.698136,3162690.667,50866,3,PR,1,100,164146
1740487285.737804,3162730.333,50866,3,PR,1,100,164198
1740487285.777472,3162770.000,50866,3,PR,1,100,164213
1740487285.817474,3162810.000,50882,2,PR,1,100,164237
1740487285.857475,3162850.000,50882,2,PR,1,100,164263
1740487285.897477,3162890.000,50899,3,PR,1,100,164241
1740487285.937479,3162930.000,50899,3,PR,1,100,164047
1740487285.977480,3162970.000,50899,3,PR,1,100,163680
1740487286.017482,3163010.000,50915,2,PR,1,100,163631
1740487286.057484,3163050.000,50915,2,PR,1,100,163799
1740487286.097485,3163090.000,50931,3,PR,1,100,163995
1740487286.137487,3163130.000,50931,3,PR,1,100,164101
1740487286.177489,3163170.000,50931,3,PR,1,100,164146
1740487286.224491,3163217.000,50949,2,PR,1,100,164141
1740487286.271492,3163264.000,50949,2,PR,1,100,164110
1740487286.311494,3163304.000,50966,3,PR,1,100,164101
1740487286.351496,3163344.000,50966,3,PR,1,100,164109
1740487286.391497,3163384.000,50966,3,PR,1,100,164173
1740487286.431499,3163424.000,50983,2,PR,1,100,164205
1740487286.471501,3163464.000,50983,2,PR,1,100,164230
1740487286.511502,3163504.000,50998,3,PR,1,100,164231
1740487286.551504,3163544.000,50998,3,PR,1,100,164270
1740487286.591506,3163584.000,50998,3,PR,1,100,164272
1740487286.631507,3163624.000,51014,2,PR,1,100,164245
1740487286.671509,3163664.000,51014,2,PR,1,100,163903
1740487286.711510,3163704.000,51032,3,PR,1,100,163599
1740487286.751512,3163744.000,51032,3,PR,1,100,163659
1740487286.791514,3163784.000,51032,3,PR,1,100,163888
1740487286.831515,3163824.000,51048,2,PR,1,100,164016
1740487286.871517,3163864.000,51048,2,PR,1,100,164080
1740487286.911519,3163904.000,51065,3,PR,1,100,164131
1740487286.951520,3163944.000,51065,3,PR,1,100,164099
1740487286.991522,3163984.000,51065,3,PR,1,100,164085
1740487287.031524,3164024.000,51081,3,PR,1,100,164085
1740487287.071525,3164064.000,51081,3,PR,1,100,164102
1740487287.111527,3164104.000,51081,3,PR,1,100,164133
1740487287.151528,3164144.000,51099,2,PR,1,100,164164
1740487287.191530,3164184.000,51099,2,PR,1,100,164175
1740487287.231532,3164224.000,51115,3,PR,1,100,164191
1740487287.271533,3164264.000,51115,3,PR,1,100,164217
1740487287.311535,3164304.000,51115,3,PR,1,100,164219
1740487287.351537,3164344.000,51132,3,PR,1,100,164065
1740487287.391538,3164384.000,51132,3,PR,1,100,163666
1740487287.431540,3164424.000,51132,3,PR,1,100,163598
1740487287.471542,3164464.000,51147,2,PR,1,100,163771
1740487287.511543,3164504.000,51147,2,PR,1,100,163937
1740487287.551211,3164543.667,51166,3,PR,1,100,164023
1740487287.590880,3164583.333,51166,3,PR,1,100,164081
1740487287.630548,3164623.000,51166,3,PR,1,100,164075
1740487287.671050,3164663.500,51182,2,PR,1,100,164070
1740487287.711551,3164704.000,51182,2,PR,1,100,164060
1740487287.751553,3164744.000,51200,3,PR,1,100,164063
1740487287.791555,3164784.000,51200,3,PR,1,100,164082
1740487287.831556,3164824.000,51200,3,PR,1,100,164130
1740487287.871558,3164864.000,51215,3,PR,1,100,164148
1740487287.911560,3164904.000,51215,3,PR,1,100,164160
1740487287.951561,3164944.000,51215,3,PR,1,100,164168
1740487287.991563,3164984.000,51231,2,PR,1,100,164178
1740487288.031564,3165024.000,51231,2,PR,1,100,164198
1740487288.071233,3165063.667,51248,3,PR,1,100,164105
1740487288.110901,3165103.333,51248,3,PR,1,100,163735
1740487288.150569,3165143.000,51248,3,PR,1,100,163569
1740487288.190571,3165183.000,51265,2,PR,1,100,163717
1740487288.230573,3165223.000,51265,2,PR,1,100,163897
1740487288.270574,3165263.000,51283,3,PR,1,100,163999
1740487288.310576,3165303.000,51283,3,PR,1,100,164046
1740487288.350578,3165343.000,51283,3,PR,1,100,164059
1740487288.391079,3165383.500,51299,2,PR,1,100,164055
1740487288.431581,3165424.000,51299,2,PR,1,100,164021
1740487288.478083,3165470.500,51315,2,PR,1,100,164019
1740487288.524585,3165517.000,51315,2,PR,1,100,164058
1740487288.564586,3165557.000,51332,3,PR,1,100,164123
1740487288.604588,3165597.000,51332,3,PR,1,100,164135
1740487288.644590,3165637.000,51332,3,PR,1,100,164175
1740487288.684591,3165677.000,51348,3,PR,1,100,164195
1740487288.724593,3165717.000,51348,3,PR,1,100,164179
1740487288.764594,3165757.000,51348,3,PR,1,100,164180
1740487288.804596,3165797.000,51364,2,PR,1,100,163990
1740487288.844598,3165837.000,51364,2,PR,1,100,163623
1740487288.884599,3165877.000,51380,3,PR,1,100,163601
1740487288.924601,3165917.000,51380,3,PR,1,100,163821
1740487288.964603,3165957.000,51380,3,PR,1,100,163984
1740487289.004604,3165997.000,51399,2,PR,1,100,164041
1740487289.044606,3166037.000,51399,2,PR,1,100,164102
1740487289.084608,3166077.000,51416,3,PR,1,100,164064
1740487289.124609,3166117.000,51416,3,PR,1,100,163963
1740487289.164611,3166157.000,51416,3,PR,1,100,163966
1740487289.204613,3166197.000,51433,2,PR,1,100,164011
1740487289.244614,3166237.000,51433,2,PR,1,100,164068
1740487289.284616,3166277.000,51455,5,PR,1,100,164111
1740487289.324617,3166317.000,51455,5,PR,1,100,164137
1740487289.364619,3166357.000,51455,5,PR,1,100,164150
1740487289.404621,3166397.000,51455,5,PR,1,100,164168
1740487289.444622,3166437.000,51455,5,PR,1,100,164178
1740487289.484624,3166477.000,51472,4,PR,1,100,164090
1740487289.524626,3166517.000,51472,4,PR,1,100,163666
1740487289.564627,3166557.000,51472,4,PR,1,100,163480
1740487289.604629,3166597.000,51472,4,PR,1,100,163615
1740487289.644631,3166637.000,51489,2,PR,1,100,163827
1740487289.684632,3166677.000,51489,2,PR,1,100,163949
1740487289.724634,3166717.000,51506,3,PR,1,100,164014
1740487289.764635,3166757.000,51506,3,PR,1,100,164038
1740487289.804637,3166797.000,51506,3,PR,1,100,163993
1740487289.844639,3166837.000,51523,2,PR,1,100,163970
1740487289.884640,3166877.000,51523,2,PR,1,100,163964
1740487289.924642,3166917.000,51539,3,PR,1,100,164004
1740487289.964644,3166957.000,51539,3,PR,1,100,164075
1740487290.004645,3166997.000,51539,3,PR,1,100,164109
1740487290.044647,3167037.000,51556,2,PR,1,100,164141
1740487290.084649,3167077.000,51556,2,PR,1,100,164143
1740487290.124650,3167117.000,51571,3,PR,1,100,164170
1740487290.164652,3167157.000,51571,3,PR,1,100,164145
1740487290.204653,3167197.000,51571,3,PR,1,100,163814
1740487290.244655,3167237.000,51588,2,PR,1,100,163437
1740487290.284657,3167277.000,51588,2,PR,1,100,163420
1740487290.324658,3167317.000,51604,3,PR,1,100,163586
1740487290.364660,3167357.000,51604,3,PR,1,100,163728
1740487290.404662,3167397.000,51604,3,PR,1,100,163828
1740487290.444663,3167437.000,51624,2,PR,1,100,163870
1740487290.484665,3167477.000,51624,2,PR,1,100,163909
1740487290.524667,3167517.000,51639,3,PR,1,100,163894
1740487290.564668,3167557.000,51639,3,PR,1,100,163864
1740487290.604670,3167597.000,51639,3,PR,1,100,163892
1740487290.644671,3167637.000,51655,2,PR,1,100,163963
1740487290.684673,3167677.000,51655,2,PR,1,100,163980
1740487290.729008,3167721.333,51672,3,PR,1,100,164015
1740487290.773343,3167765.667,51672,3,PR,1,100,164054
1740487290.817679,3167810.000,51672,3,PR,1,100,164066
1740487290.857680,3167850.000,51689,2,PR,1,100,164051
1740487290.897682,3167890.000,51689,2,PR,1,100,164032
1740487290.937683,3167930.000,51705,3,PR,1,100,164067
1740487290.977685,3167970.000,51705,3,PR,1,100,164014
1740487291.017687,3168010.000,51705,3,PR,1,100,163453
1740487291.057688,3168050.000,51721,2,PR,1,100,163176
1740487291.097690,3168090.000,51721,2,PR,1,100,163274
1740487291.137692,3168130.000,51737,3,PR,1,100,163444
1740487291.177693,3168170.000,51737,3,PR,1,100,163545
1740487291.217695,3168210.000,51737,3,PR,1,100,163636
1740487291.257697,3168250.000,51756,2,PR,1,100,163699
1740487291.297698,3168290.000,51756,2,PR,1,100,163704
1740487291.337700,3168330.000,51772,3,PR,1,100,163695
1740487291.377701,3168370.000,51772,3,PR,1,100,163716
1740487291.417703,3168410.000,51772,3,PR,1,100,163727
1740487291.457705,3168450.000,51788,2,PR,1,100,163812
1740487291.497706,3168490.000,51788,2,PR,1,100,163872
1740487291.537708,3168530.000,51806,3,PR,1,100,163889
1740487291.577710,3168570.000,51806,3,PR,1,100,163902
1740487291.617711,3168610.000,51806,3,PR,1,100,163923
1740487291.657713,3168650.000,51823,3,PR,1,100,163935
1740487291.697715,3168690.000,51823,3,PR,1,100,163934
1740487291.737716,3168730.000,51823,3,PR,1,100,163949
1740487291.777718,3168770.000,51841,8,PR,1,100,163915
1740487291.817719,3168810.000,51841,8,PR,1,100,163373
1740487291.857721,3168850.000,51841,8,PR,1,100,163053
1740487291.897723,3168890.000,51841,8,PR,1,100,163110
1740487291.937724,3168930.000,51841,8,PR,1,100,163302
1740487291.977726,3168970.000,51841,8,PR,1,100,163449
1740487292.017728,3169010.000,51841,8,PR,1,100,163527
1740487292.057729,3169050.000,51841,8,PR,1,100,163579
1740487292.097731,3169090.000,51860,4,PR,1,100,163639
1740487292.137733,3169130.000,51860,4,PR,1,100,163619
1740487292.177734,3169170.000,51860,4,PR,1,100,163621
1740487292.217736,3169210.000,51860,4,PR,1,100,163675
1740487292.257738,3169250.000,51877,4,PR,1,100,163710
1740487292.297739,3169290.000,51877,4,PR,1,100,163770
