LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1709495482.792116,73456.000,9389,3,PR,1,100,152871
1709495482.832116,73496.000,9389,3,PR,1,100,152937
1709495482.872117,73536.000,9389,3,PR,1,100,152995
1709495482.912117,73576.000,9406,2,PR,1,100,152948
1709495482.952118,73616.000,9406,2,PR,1,100,152581
1709495482.992118,73656.000,9421,3,PR,1,100,152170
1709495483.032119,73696.000,9421,3,PR,1,100,151964
1709495483.072119,73736.000,9421,3,PR,1,100,151943
1709495483.112120,73776.000,9438,2,PR,1,100,151952
1709495483.152120,73816.000,9438,2,PR,1,100,152005
1709495483.192121,73856.000,9454,3,PR,1,100,152079
1709495483.232121,73896.000,9454,3,PR,1,100,152075
1709495483.272121,73936.000,9454,3,PR,1,100,152035
1709495483.312122,73976.000,9471,3,PR,1,100,151998
1709495483.352122,74016.000,9471,3,PR,1,100,151988
1709495483.392123,74056.000,9471,3,PR,1,100,152048
1709495483.432123,74096.000,9486,2,PR,1,100,152151
1709495483.472124,74136.000,9486,2,PR,1,100,152250
1709495483.512124,74176.000,9505,3,PR,1,100,152293
1709495483.552125,74216.000,9505,3,PR,1,100,152364
1709495483.592125,74256.000,9505,3,PR,1,100,152423
1709495483.632126,74296.000,9521,2,PR,1,100,152508
1709495483.672126,74336.000,9521,2,PR,1,100,152560
1709495483.712126,74376.000,9539,3,PR,1,100,152619
1709495483.752127,74416.000,9539,3,PR,1,100,152674
1709495483.792127,74456.000,9539,3,PR,1,100,152738
1709495483.832128,74496.000,9553,2,PR,1,100,152806
1709495483.872128,74536.000,9553,2,PR,1,100,152850
1709495483.918629,74582.500,9570,2,PR,1,100,152930
