LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1709495472.339997,63004.000,7674,3,PG,1,100,9257
1709495472.379998,63044.000,7691,3,PG,1,100,9287
1709495472.419998,63084.000,7691,3,PG,1,100,9312
1709495472.459999,63124.000,7691,3,PG,1,100,9333
1709495472.499999,63164.000,7706,2,PG,1,100,9385
1709495472.540000,63204.000,7706,2,PG,1,100,9401
1709495472.580000,63244.000,7722,3,PG,1,100,9408
1709495472.620001,63284.000,7722,3,PG,1,100,9318
1709495472.660001,63324.000,7722,3,PG,1,100,9186
1709495472.700001,63364.000,7740,2,PG,1,100,9090
1709495472.740002,63404.000,7740,2,PG,1,100,9074
1709495472.780002,63444.000,7756,3,PG,1,100,9091
1709495472.820003,63484.000,7756,3,PG,1,100,9121
1709495472.860003,63524.000,7756,3,PG,1,100,9148
1709495472.900004,63564.000,7773,2,PG,1,100,9134
1709495472.940004,63604.000,7773,2,PG,1,100,9132
1709495472.980005,63644.000,7789,3,PG,1,100,9123
1709495473.020005,63684.000,7789,3,PG,1,100,9122
1709495473.060006,63724.000,7789,3,PG,1,100,9137
1709495473.100006,63764.000,7807,2,PG,1,100,9171
1709495473.140006,63804.000,7807,2,PG,1,100,9201
1709495473.180007,63844.000,7823,3,PG,1,100,9226
1709495473.220007,63884.000,7823,3,PG,1,100,9264
1709495473.260008,63924.000,7823,3,PG,1,100,9291
1709495473.300008,63964.000,7838,2,PG,1,100,9317
1709495473.340009,64004.000,7838,2,PG,1,100,9328
1709495473.384343,64048.333,7855,3,PG,1,100,9364
1709495473.428676,64092.667,7855,3,PG,1,100,9393
1709495473.473010,64137.000,7855,3,PG,1,100,9433
1709495473.513011,64177.000,7872,2,PG,1,100,9446
1709495473.553011,64217.000,7872,2,PG,1,100,9476
1709495473.593012,64257.000,7888,3,PG,1,100,9514
1709495473.633012,64297.000,7888,3,PG,1,100,9512
1709495473.673013,64337.000,7888,3,PG,1,100,9455
1709495473.713013,64377.000,7904,2,PG,1,100,9289
1709495473.753013,64417.000,7904,2,PG,1,100,9211
1709495473.793014,64457.000,7920,3,PG,1,100,9160
1709495473.833014,64497.000,7920,3,PG,1,100,9162
1709495473.873015,64537.000,7920,3,PG,1,100,9181
1709495473.913015,64577.000,7937,2,PG,1,100,9192
1709495473.953016,64617.000,7937,2,PG,1,100,9211
1709495473.993016,64657.000,7956,3,PG,1,100,9192
1709495474.033017,64697.000,7956,3,PG,1,100,9178
1709495474.073017,64737.000,7956,3,PG,1,100,9169
1709495474.113018,64777.000,7973,2,PG,1,100,9194
1709495474.153018,64817.000,7973,2,PG,1,100,9227
1709495474.193018,64857.000,7989,3,PG,1,100,9239
1709495474.233019,64897.000,7989,3,PG,1,100,9275
1709495474.273019,64937.000,7989,3,PG,1,100,9305
1709495474.313020,64977.000,8006,2,PG,1,100,9333
1709495474.353020,65017.000,8006,2,PG,1,100,9343
1709495474.393021,65057.000,8023,3,PG,1,100,9380
1709495474.433021,65097.000,8023,3,PG,1,100,9393
1709495474.473022,65137.000,8023,3,PG,1,100,9431
1709495474.513022,65177.000,8040,2,PG,1,100,9450
1709495474.553023,65217.000,8040,2,PG,1,100,9466
1709495474.593023,65257.000,8054,3,PG,1,100,9509
1709495474.633023,65297.000,8054,3,PG,1,100,9530
1709495474.673024,65337.000,8054,3,PG,1,100,9519
1709495474.713024,65377.000,8072,3,PG,1,100,9374
1709495474.753025,65417.000,8072,3,PG,1,100,9169
1709495474.793025,65457.000,8072,3,PG,1,100,9015
1709495474.833026,65497.000,8090,2,PG,1,100,8945
1709495474.873026,65537.000,8090,2,PG,1,100,8904
1709495474.913027,65577.000,8107,3,PG,1,100,8893
1709495474.953027,65617.000,8107,3,PG,1,100,8911
1709495474.993027,65657.000,8107,3,PG,1,100,8918
1709495475.033028,65697.000,8122,2,PG,1,100,8881
1709495475.073028,65737.000,8122,2,PG,1,100,8873
1709495475.113029,65777.000,8139,3,PG,1,100,8847
1709495475.153029,65817.000,8139,3,PG,1,100,8865
1709495475.193030,65857.000,8139,3,PG,1,100,8886
1709495475.233030,65897.000,8157,2,PG,1,100,8925
1709495475.273031,65937.000,8157,2,PG,1,100,8951
1709495475.313031,65977.000,8174,3,PG,1,100,8984
1709495475.353032,66017.000,8174,3,PG,1,100,9018
1709495475.393032,66057.000,8174,3,PG,1,100,9058
1709495475.433032,66097.000,8189,2,PG,1,100,9086
1709495475.473033,66137.000,8189,2,PG,1,100,9112
1709495475.513033,66177.000,8206,3,PG,1,100,9144
1709495475.553034,66217.000,8206,3,PG,1,100,9183
1709495475.593034,66257.000,8206,3,PG,1,100,9228
1709495475.633035,66297.000,8222,2,PG,1,100,9248
1709495475.673035,66337.000,8222,2,PG,1,100,9266
1709495475.713036,66377.000,8240,3,PG,1,100,9309
1709495475.753036,66417.000,8240,3,PG,1,100,9343
1709495475.793037,66457.000,8240,3,PG,1,100,9376
1709495475.833037,66497.000,8254,2,PG,1,100,9272
1709495475.873037,66537.000,8254,2,PG,1,100,9074
1709495475.917371,66581.333,8271,3,PG,1,100,8861
1709495475.961705,66625.667,8271,3,PG,1,100,8771
1709495476.006039,66670.000,8271,3,PG,1,100,8712
1709495476.046039,66710.000,8288,2,PG,1,100,8688
1709495476.086040,66750.000,8288,2,PG,1,100,8691
1709495476.126040,66790.000,8305,3,PG,1,100,8706
1709495476.166041,66830.000,8305,3,PG,1,100,8694
1709495476.206041,66870.000,8305,3,PG,1,100,8673
1709495476.246042,66910.000,8320,2,PG,1,100,8665
1709495476.286042,66950.000,8320,2,PG,1,100,8681
1709495476.326043,66990.000,8338,3,PG,1,100,8704
1709495476.366043,67030.000,8338,3,PG,1,100,8732
1709495476.406044,67070.000,8338,3,PG,1,100,8766
1709495476.446044,67110.000,8355,2,PG,1,100,8814
1709495476.486044,67150.000,8355,2,PG,1,100,8841
1709495476.526045,67190.000,8372,3,PG,1,100,8894
1709495476.566045,67230.000,8372,3,PG,1,100,8917
1709495476.606046,67270.000,8372,3,PG,1,100,8962
1709495476.646046,67310.000,8388,2,PG,1,100,8992
1709495476.686047,67350.000,8388,2,PG,1,100,9036
1709495476.726047,67390.000,8409,3,PG,1,100,9074
1709495476.766048,67430.000,8409,3,PG,1,100,9102
1709495476.806048,67470.000,8409,3,PG,1,100,9140
1709495476.846049,67510.000,8425,2,PG,1,100,9171
1709495476.886049,67550.000,8425,2,PG,1,100,9209
1709495476.926049,67590.000,8442,3,PG,1,100,9248
1709495476.966050,67630.000,8442,3,PG,1,100,9271
1709495477.006050,67670.000,8442,3,PG,1,100,9305
1709495477.046051,67710.000,8459,3,PG,1,100,9347
1709495477.086051,67750.000,8459,3,PG,1,100,9378
1709495477.126052,67790.000,8459,3,PG,1,100,9399
1709495477.166052,67830.000,8474,2,PG,1,100,9307
1709495477.206053,67870.000,8474,2,PG,1,100,9098
1709495477.246053,67910.000,8490,3,PG,1,100,8879
1709495477.286054,67950.000,8490,3,PG,1,100,8781
1709495477.326054,67990.000,8490,3,PG,1,100,8738
1709495477.366054,68030.000,8508,2,PG,1,100,8705
1709495477.406055,68070.000,8508,2,PG,1,100,8738
1709495477.446055,68110.000,8524,3,PG,1,100,8735
1709495477.486056,68150.000,8524,3,PG,1,100,8734
1709495477.526056,68190.000,8524,3,PG,1,100,8699
1709495477.566057,68230.000,8539,2,PG,1,100,8689
1709495477.606057,68270.000,8539,2,PG,1,100,8694
1709495477.646058,68310.000,8557,3,PG,1,100,8712
1709495477.686058,68350.000,8557,3,PG,1,100,8757
1709495477.726059,68390.000,8557,3,PG,1,100,8791
1709495477.766059,68430.000,8575,2,PG,1,100,8824
1709495477.806059,68470.000,8575,2,PG,1,100,8864
1709495477.846060,68510.000,8591,3,PG,1,100,8887
1709495477.886060,68550.000,8591,3,PG,1,100,8930
1709495477.926061,68590.000,8591,3,PG,1,100,8965
1709495477.966061,68630.000,8606,2,PG,1,100,8993
1709495478.006062,68670.000,8606,2,PG,1,100,9049
1709495478.046062,68710.000,8623,3,PG,1,100,9057
1709495478.086063,68750.000,8623,3,PG,1,100,9111
1709495478.126063,68790.000,8623,3,PG,1,100,9142
1709495478.166064,68830.000,8640,2,PG,1,100,9173
1709495478.206064,68870.000,8640,2,PG,1,100,9225
1709495478.246064,68910.000,8656,3,PG,1,100,9249
1709495478.286065,68950.000,8656,3,PG,1,100,9293
1709495478.326065,68990.000,8656,3,PG,1,100,9320
1709495478.366066,69030.000,8673,4,PG,1,100,9364
1709495478.406066,69070.000,8673,4,PG,1,100,9391
1709495478.446067,69110.000,8673,4,PG,1,100,9318
1709495478.486067,69150.000,8673,4,PG,1,100,9148
1709495478.526068,69190.000,8689,3,PG,1,100,8943
1709495478.566068,69230.000,8689,3,PG,1,100,8871
1709495478.606069,69270.000,8689,3,PG,1,100,8842
1709495478.652569,69316.500,8706,2,PG,1,100,8846
1709495478.699070,69363.000,8706,2,PG,1,100,8868
1709495478.739070,69403.000,8721,3,PG,1,100,8889
1709495478.779070,69443.000,8721,3,PG,1,100,8878
1709495478.819071,69483.000,8721,3,PG,1,100,8842
1709495478.859071,69523.000,8738,2,PG,1,100,8846
1709495478.899072,69563.000,8738,2,PG,1,100,8840
1709495478.939072,69603.000,8756,3,PG,1,100,8880
1709495478.979073,69643.000,8756,3,PG,1,100,8895
1709495479.019073,69683.000,8756,3,PG,1,100,8931
1709495479.059074,69723.000,8774,2,PG,1,100,8967
1709495479.099074,69763.000,8774,2,PG,1,100,9009
1709495479.139075,69803.000,8788,3,PG,1,100,9026
1709495479.179075,69843.000,8788,3,PG,1,100,9069
1709495479.219075,69883.000,8788,3,PG,1,100,9094
1709495479.259076,69923.000,8805,2,PG,1,100,9138
1709495479.299076,69963.000,8805,2,PG,1,100,9159
1709495479.339077,70003.000,8822,3,PG,1,100,9189
1709495479.379077,70043.000,8822,3,PG,1,100,9228
1709495479.419078,70083.000,8822,3,PG,1,100,9253
1709495479.459078,70123.000,8839,2,PG,1,100,9291
1709495479.499079,70163.000,8839,2,PG,1,100,9334
1709495479.539079,70203.000,8853,3,PG,1,100,9362
1709495479.579080,70243.000,8853,3,PG,1,100,9399
1709495479.619080,70283.000,8853,3,PG,1,100,9339
1709495479.659080,70323.000,8870,3,PG,1,100,9175
1709495479.699081,70363.000,8870,3,PG,1,100,8953
1709495479.739081,70403.000,8870,3,PG,1,100,8849
1709495479.779082,70443.000,8889,2,PG,1,100,8785
1709495479.819082,70483.000,8889,2,PG,1,100,8774
1709495479.859083,70523.000,8906,3,PG,1,100,8791
1709495479.899083,70563.000,8906,3,PG,1,100,8823
1709495479.939084,70603.000,8906,3,PG,1,100,8829
1709495479.979084,70643.000,8920,2,PG,1,100,8797
1709495480.019085,70683.000,8920,2,PG,1,100,8798
1709495480.059085,70723.000,8938,3,PG,1,100,8806
1709495480.099085,70763.000,8938,3,PG,1,100,8812
1709495480.139086,70803.000,8938,3,PG,1,100,8850
1709495480.179086,70843.000,8956,2,PG,1,100,8874
1709495480.219087,70883.000,8956,2,PG,1,100,8918
1709495480.259087,70923.000,8973,3,PG,1,100,8953
1709495480.299088,70963.000,8973,3,PG,1,100,8987
1709495480.339088,71003.000,8973,3,PG,1,100,9037
1709495480.379089,71043.000,8989,2,PG,1,100,9064
1709495480.419089,71083.000,8989,2,PG,1,100,9112
1709495480.459090,71123.000,9005,3,PG,1,100,9131
1709495480.499090,71163.000,9005,3,PG,1,100,9175
1709495480.539090,71203.000,9005,3,PG,1,100,9207
1709495480.579091,71243.000,9021,2,PG,1,100,9250
1709495480.619091,71283.000,9021,2,PG,1,100,9276
1709495480.659092,71323.000,9039,3,PG,1,100,9318
1709495480.699092,71363.000,9039,3,PG,1,100,9369
1709495480.739093,71403.000,9039,3,PG,1,100,9411
1709495480.779093,71443.000,9055,2,PG,1,100,9433
1709495480.819094,71483.000,9055,2,PG,1,100,9463
1709495480.859094,71523.000,9070,3,PG,1,100,9388
1709495480.899095,71563.000,9070,3,PG,1,100,9220
1709495480.939095,71603.000,9070,3,PG,1,100,9042
1709495480.979095,71643.000,9086,3,PG,1,100,8977
1709495481.019096,71683.000,9086,3,PG,1,100,8960
1709495481.059096,71723.000,9086,3,PG,1,100,8982
1709495481.099097,71763.000,9104,2,PG,1,100,9000
1709495481.139097,71803.000,9104,2,PG,1,100,9015
1709495481.179098,71843.000,9120,2,PG,1,100,8986
1709495481.219098,71883.000,9120,2,PG,1,100,8961
1709495481.263432,71927.333,9135,3,PG,1,100,8940
1709495481.307766,71971.667,9135,3,PG,1,100,8961
1709495481.352100,72016.000,9135,3,PG,1,100,8987
1709495481.392100,72056.000,9154,2,PG,1,100,9024
1709495481.432101,72096.000,9154,2,PG,1,100,9038
1709495481.472101,72136.000,9171,3,PG,1,100,9071
1709495481.512102,72176.000,9171,3,PG,1,100,9098
1709495481.552102,72216.000,9171,3,PG,1,100,9144
1709495481.592102,72256.000,9187,2,PG,1,100,9163
1709495481.632103,72296.000,9187,2,PG,1,100,9199
1709495481.672437,72336.333,9203,3,PG,1,100,9230
1709495481.712770,72376.667,9203,3,PG,1,100,9261
1709495481.753104,72417.000,9203,3,PG,1,100,9282
1709495481.792605,72456.500,9219,2,PG,1,100,9325
1709495481.832105,72496.000,9219,2,PG,1,100,9344
1709495481.872106,72536.000,9241,3,PG,1,100,9345
1709495481.912106,72576.000,9241,3,PG,1,100,9205
1709495481.952106,72616.000,9241,3,PG,1,100,8989
1709495481.992107,72656.000,9257,3,PG,1,100,8853
1709495482.032107,72696.000,9257,3,PG,1,100,8797
1709495482.072108,72736.000,9257,3,PG,1,100,8763
1709495482.112108,72776.000,9273,2,PG,1,100,8769
1709495482.152109,72816.000,9273,2,PG,1,100,8798
1709495482.192109,72856.000,9289,3,PG,1,100,8818
1709495482.232110,72896.000,9289,3,PG,1,100,8794
1709495482.272110,72936.000,9289,3,PG,1,100,8787
1709495482.312111,72976.000,9306,2,PG,1,100,8772
1709495482.352111,73016.000,9306,2,PG,1,100,8816
1709495482.392111,73056.000,9325,3,PG,1,100,8834
1709495482.432112,73096.000,9325,3,PG,1,100,8875
1709495482.472112,73136.000,9325,3,PG,1,100,8909
1709495482.512113,73176.000,9341,2,PG,1,100,8943
1709495482.552113,73216.000,9341,2,PG,1,100,9003
1709495482.592114,73256.000,9356,3,PG,1,100,9018
1709495482.632114,73296.000,9356,3,PG,1,100,9054
1709495482.672115,73336.000,9356,3,PG,1,100,9090
1709495482.712115,73376.000,9374,2,PG,1,100,9127
1709495482.752116,73416.000,9374,2,PG,1,100,9145
1709495482.792116,73456.000,9390,3,PG,1,100,9196
1709495482.832116,73496.000,9390,3,PG,1,100,9227
1709495482.872117,73536.000,9390,3,PG,1,100,9281
1709495482.912117,73576.000,9407,2,PG,1,100,9295
1709495482.952118,73616.000,9407,2,PG,1,100,9241
1709495482.992118,73656.000,9422,3,PG,1,100,9051
1709495483.032119,73696.000,9422,3,PG,1,100,8843
1709495483.072119,73736.000,9422,3,PG,1,100,8727
1709495483.112120,73776.000,9439,2,PG,1,100,8697
1709495483.152120,73816.000,9439,2,PG,1,100,8667
1709495483.192121,73856.000,9455,3,PG,1,100,8684
1709495483.232121,73896.000,9455,3,PG,1,100,8690
1709495483.272121,73936.000,9455,3,PG,1,100,8684
1709495483.312122,73976.000,9472,3,PG,1,100,8669
1709495483.352122,74016.000,9472,3,PG,1,100,8661
1709495483.392123,74056.000,9472,3,PG,1,100,8670
1709495483.432123,74096.000,9487,2,PG,1,100,8692
1709495483.472124,74136.000,9487,2,PG,1,100,8731
1709495483.512124,74176.000,9506,3,PG,1,100,8786
1709495483.552125,74216.000,9506,3,PG,1,100,8816
1709495483.592125,74256.000,9506,3,PG,1,100,8853
1709495483.632126,74296.000,9522,2,PG,1,100,8897
1709495483.672126,74336.000,9522,2,PG,1,100,8947
1709495483.712126,74376.000,9540,3,PG,1,100,8972
1709495483.752127,74416.000,9540,3,PG,1,100,9014
1709495483.792127,74456.000,9540,3,PG,1,100,9053
1709495483.832128,74496.000,9554,2,PG,1,100,9106
1709495483.872128,74536.000,9554,2,PG,1,100,9134
1709495483.918629,74582.500,9571,2,PG,1,100,9183
1709495483.965129,74629.000,9571,2,PG,1,100,9211
1709495484.005130,74669.000,9588,3,PG,1,100,9274
1709495484.045130,74709.000,9588,3,PG,1,100,9294
1709495484.085131,74749.000,9588,3,PG,1,100,9327
1709495484.125131,74789.000,9605,2,PG,1,100,9363
1709495484.165132,74829.000,9605,2,PG,1,100,9297
